4.199378248026122140e-01,2.554755437374114924e-01,2.002804246172308900e-01,1.661548228561878227e-01,1.518753693997859922e-01,1.481758143380284276e-01,1.385386296361684755e-01,1.350689626485109263e-01,1.370093527063727390e-01,1.312919351458549377e-01,1.266458495520055294e-01,1.277377745881676796e-01,1.251971967332065061e-01,1.203085984103381689e-01,1.179360017552971845e-01,1.198313029855489764e-01,1.170304044894874135e-01,1.173502725362777777e-01,1.166773453727364546e-01,1.129090303368866510e-01,1.142607785761356326e-01,1.079226611182093620e-01,1.087237015366554205e-01,1.144288191944360794e-01,1.105967459641396949e-01,1.092861457914113960e-01,1.065398097038268987e-01,1.054041056707501478e-01,1.729642516747117043e+01
7.261389056236480233e-01,9.515621875122965978e-01,9.673227235408810021e-01,9.721263181809713938e-01,9.729869992559304626e-01,9.720640033086469511e-01,9.741326457234911196e-01,9.780781602497053973e-01,9.757625314918909609e-01,9.790898534089268468e-01,9.762803356458142900e-01,9.780507549292798419e-01,9.765285608293342579e-01,9.777585453451547171e-01,9.768847835683197589e-01,9.775214981750178778e-01,9.781086401649762285e-01,9.787803838632452846e-01,9.788765653102465825e-01,9.768842681517054816e-01,9.785239279948698687e-01,9.775417967162626232e-01,9.795461789439443567e-01,9.773932154468684130e-01,9.777870881179668849e-01,9.791111640556732221e-01,9.780516370396358239e-01,9.784286469457877944e-01,1.657589282166341889e+02
2.155798754642710147e-01,5.076394952187928133e-01,6.504010113841574015e-01,7.285231636994544679e-01,7.514226301034031552e-01,7.747901828876695429e-01,7.847520615578504888e-01,7.972662747347893930e-01,7.923551407929469992e-01,7.968038605486146286e-01,8.114514162929313823e-01,8.111960227374188648e-01,8.088618669928218097e-01,8.186109220385250351e-01,8.242905048157653791e-01,8.224467031513839066e-01,8.233674661741534617e-01,8.272793854597789709e-01,8.298241642916712735e-01,8.328600536841418434e-01,8.318952811891645593e-01,8.391714027900940565e-01,8.359807278103121853e-01,8.299039774999888985e-01,8.318523888671243149e-01,8.395876247010340965e-01,8.461199432578790924e-01,8.476572635244840059e-01,1.427166119645953586e+02
3.184311180089929860e-01,6.560621883204410532e-01,7.742612643671300532e-01,8.302386008697874020e-01,8.462206859073875265e-01,8.606705759976904790e-01,8.677232611327307943e-01,8.772532161774116988e-01,8.730197545919315960e-01,8.773174931327842874e-01,8.852051963236152732e-01,8.857766684879909702e-01,8.836701900828661804e-01,8.900907069895944712e-01,8.931052455556373060e-01,8.921968870493275361e-01,8.929084332840649951e-01,8.955576605091666309e-01,8.970613781587664093e-01,8.980841273629970312e-01,8.982356718473785140e-01,9.020064445872664205e-01,9.010017264491717581e-01,8.965208042181757042e-01,8.979331744506439117e-01,9.029222476741216585e-01,9.062033137028266960e-01,9.073169986451030677e-01,1.532370933211193744e+02
3.275649619116993150e-01,6.318657891070488253e-01,7.407608249822706936e-01,7.974318993267527356e-01,8.152365206837680622e-01,8.297721185827903190e-01,8.376937408885553049e-01,8.480137947462470516e-01,8.440336888883895883e-01,8.491426404439670339e-01,8.561974309598557875e-01,8.587078279398789871e-01,8.552336907375260866e-01,8.631058652644774121e-01,8.665150308356444064e-01,8.657502792275465486e-01,8.666813011838671033e-01,8.690268207349828300e-01,8.707184378980025174e-01,8.723828553915172757e-01,8.720351510494397385e-01,8.765061478716780208e-01,8.762778573966046869e-01,8.709151483803205807e-01,8.722974233068563343e-01,8.777141727786651471e-01,8.818051658084240518e-01,8.828838211304266270e-01,1.491231281856132682e+02
7.861691542288556889e+01,8.654500000000000171e+01,9.001000000000000512e+01,9.206499999999999773e+01,9.286499999999999488e+01,9.332999999999999829e+01,9.358499999999999375e+01,9.392000000000000171e+01,9.384999999999999432e+01,9.402500000000000568e+01,9.419499999999999318e+01,9.445999999999999375e+01,9.425000000000000000e+01,9.456000000000000227e+01,9.472499999999999432e+01,9.467000000000000171e+01,9.471999999999999886e+01,9.473000000000000398e+01,9.482500000000000284e+01,9.495999999999999375e+01,9.484999999999999432e+01,9.502500000000000568e+01,9.508499999999999375e+01,9.489000000000000057e+01,9.494499999999999318e+01,9.512000000000000455e+01,9.526999999999999602e+01,9.528499999999999659e+01,1.610100000000000000e+04
4.649017649017648246e-01,5.969280719280721792e-01,6.050731533423842068e-01,7.126964488502951500e-01,6.791245933553626823e-01,8.137111179418869966e-01,7.343345543345540793e-01,6.545463410395534476e-01,8.247180597180597816e-01,7.025527463989003074e-01,7.203518703518703159e-01,7.766583416583413557e-01,6.422874134412593916e-01,7.027586516048055509e-01,6.805150405150407478e-01,7.756118240733623770e-01,6.751678663217127729e-01,7.697426932042318315e-01,7.487770776232313130e-01,7.555807440422824817e-01,7.373239154008385254e-01,7.227788099281311496e-01,7.236335886335886203e-01,7.776678876678875252e-01,7.500851712390173009e-01,7.376930334622642249e-01,7.921534875381028851e-01,7.362999607230373833e-01,0.000000000000000000e+00
3.904010092471629223e-01,6.491636141636139001e-01,7.853779553779554057e-01,7.574494309109692791e-01,8.195440030055415326e-01,7.882745032745032132e-01,7.780081030081025251e-01,8.016537308844997600e-01,7.661954711954711561e-01,8.375424575424571527e-01,8.144438894438892351e-01,8.081067223374913677e-01,8.568322702938085955e-01,8.409254420792879881e-01,8.839817874433260059e-01,8.907142857142854586e-01,8.850764619995388216e-01,8.503463203463201836e-01,8.981124431124429819e-01,8.773137973137973278e-01,8.379352271659961104e-01,8.683750437596590155e-01,8.967943167943167593e-01,8.443306693306690258e-01,8.710300810300811714e-01,8.557431457431456945e-01,7.916300366300365043e-01,8.600816918124608579e-01,0.000000000000000000e+00
4.066630805092342205e-01,5.987221606524857354e-01,6.669118021405622265e-01,7.194774158154152444e-01,7.266725614008300305e-01,7.888310596286303156e-01,7.415787797941930659e-01,7.118070265409175423e-01,7.831731039197101785e-01,7.536367866222176692e-01,7.531831378346073302e-01,7.784233123736450377e-01,7.171288760610853297e-01,7.540316252668155528e-01,7.561056634719914848e-01,8.191300682593845028e-01,7.524258655371059978e-01,7.934464140553684208e-01,8.053836912782621482e-01,8.035411957178628661e-01,7.722521055974670423e-01,7.737589389505473703e-01,7.884667110271651458e-01,7.947204180896981773e-01,7.843019273565879912e-01,7.827419110371567346e-01,7.802080022770661039e-01,7.780959033172043515e-01,0.000000000000000000e+00
4.004305113190190224e-01,5.976271126746298679e-01,6.692343821665295289e-01,7.187823759213948227e-01,7.294462838071490429e-01,7.883089931515669946e-01,7.415110842359351473e-01,7.110830439247448620e-01,7.830744703840663012e-01,7.539522266339953038e-01,7.526828251664476888e-01,7.791770963617624668e-01,7.227174449141630097e-01,7.544611546791550882e-01,7.603584179528700693e-01,8.201013219743226168e-01,7.575778551320857535e-01,7.955515712885011803e-01,8.073558965295275502e-01,8.035996363510270468e-01,7.731323852559306431e-01,7.768008160465331713e-01,7.920362425969262876e-01,7.962337773414240871e-01,7.900310294031067659e-01,7.836349162207639774e-01,7.797834849434147619e-01,7.811010581256105922e-01,0.000000000000000000e+00
9.600000000000000000e+01,9.700000000000000000e+01,9.700000000000000000e+01,9.800000000000000000e+01,9.700000000000000000e+01,9.800000000000000000e+01,9.800000000000000000e+01,9.700000000000000000e+01,9.800000000000000000e+01,9.800000000000000000e+01,9.800000000000000000e+01,9.800000000000000000e+01,9.700000000000000000e+01,9.800000000000000000e+01,9.700000000000000000e+01,9.800000000000000000e+01,9.700000000000000000e+01,9.800000000000000000e+01,9.800000000000000000e+01,9.800000000000000000e+01,9.800000000000000000e+01,9.800000000000000000e+01,9.800000000000000000e+01,9.800000000000000000e+01,9.800000000000000000e+01,9.800000000000000000e+01,9.800000000000000000e+01,9.800000000000000000e+01,0.000000000000000000e+00
